Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2010-05-31,1.4,1.4,1.4,1.4
2010-06-30,0.5,0.5,0.5,0.5
2010-07-30,0.4,0.4,0.4,0.4
2010-08-31,0.3,0.3,0.3,0.3
2010-09-30,0.3,0.3,0.3,0.3
2010-10-29,0.2,0.2,0.2,0.2
2010-11-30,0.2,0.2,0.2,0.2
2010-12-31,0.5,0.5,0.5,0.5
2011-01-31,0.3,0.3,0.3,0.3
2011-02-28,0.5,0.5,0.5,0.5
2011-03-31,1,1,1,1
2011-04-29,0.3,0.3,0.3,0.3
2011-05-31,0.4,0.4,0.4,0.4
2011-06-30,0.6,0.6,0.6,0.6
2011-07-29,0.5,0.5,0.5,0.5
2011-08-31,0.2,0.2,0.2,0.2
2011-09-30,0.5,0.5,0.5,0.5
2011-10-31,-0.1,-0.1,-0.1,-0.1
2011-11-30,-0.5,-0.5,-0.5,-0.5
2011-12-30,-0.7,-0.7,-0.7,-0.7
2012-01-31,-0.8,-0.8,-0.8,-0.8
2012-02-29,-1.2,-1.2,-1.2,-1.2
2012-03-30,-1,-1,-1,-1
2012-04-30,-1,-1,-1,-1
2012-05-31,-1,-1,-1,-1
2012-06-29,-1.1,-1.1,-1.1,-1.1
2012-07-31,-0.7,-0.7,-0.7,-0.7
2012-08-31,-0.5,-0.5,-0.5,-0.5
2012-09-28,-0.4,-0.4,-0.4,-0.4
2012-10-31,-0.2,-0.2,-0.2,-0.2
2012-11-30,-0.4,-0.4,-0.4,-0.4
2012-12-31,-0.4,-0.4,-0.4,-0.4
2013-01-31,-0.3,-0.3,-0.3,-0.3
2013-02-28,-0.3,-0.3,-0.3,-0.3
2013-03-29,-0.6,-0.6,-0.6,-0.6
2013-04-30,-0.6,-0.6,-0.6,-0.6
2013-05-31,-0.5,-0.5,-0.5,-0.5
2013-06-28,0,0,0,0
2013-09-30,-0.1,-0.1,-0.1,-0.1
2013-10-31,-0.3,-0.3,-0.3,-0.3
2013-11-29,0.1,0.1,0.1,0.1
2013-12-31,0.1,0.1,0.1,0.1
2014-01-31,0.1,0.1,0.1,0.1
2014-02-28,0,0,0,0
2014-05-30,0,0,0,0
2014-08-29,0.1,0.1,0.1,0.1
2014-09-30,0,0,0,0
2014-11-28,-0.1,-0.1,-0.1,-0.1
2014-12-31,-0.3,-0.3,-0.3,-0.3
2015-01-30,-0.5,-0.5,-0.5,-0.5
2015-02-27,-0.8,-0.8,-0.8,-0.8
2015-03-31,-0.9,-0.9,-0.9,-0.9
2015-04-30,-1.1,-1.1,-1.1,-1.1
2015-05-29,-1.2,-1.2,-1.2,-1.2
2015-06-30,-1,-1,-1,-1
2015-07-31,-1.3,-1.3,-1.3,-1.3
2015-08-31,-1.4,-1.4,-1.4,-1.4
2015-09-30,-1.4,-1.4,-1.4,-1.4
2015-10-30,-1.4,-1.4,-1.4,-1.4
2015-11-30,-1.4,-1.4,-1.4,-1.4
2015-12-31,-1.3,-1.3,-1.3,-1.3
2016-01-29,-1.3,-1.3,-1.3,-1.3
2016-02-29,-0.8,-0.8,-0.8,-0.8
2016-03-31,-0.9,-0.9,-0.9,-0.9
2016-04-29,-0.4,-0.4,-0.4,-0.4
2016-05-31,-0.4,-0.4,-0.4,-0.4
