,Data,GLBL ENERGIA price,GLBL DOBRA LUKSUSOWE price,GLBL FINANSE price,GLBL PRZEMYSŁ price,GLBL SUROWCE price,GLBL DOBRA PODSTAWOWE price,GLBL TECHNOLOGIA price,GLBL UŻYTECZNOŚCI PUBLICZNEJ price,GLBL TELEKOMUNIKACJA price_x,US FINANSE price,US TECHNOLOGIA price,US SUROWCE price,GLBL TELEKOMUNIKACJA price_y,US ENERGIA price,US DOBRA PODSTAWOWE price,US UŻYTECZNOŚCI PUBLICZNEJ price,US DOBRA LUKSUSOWE price,US PRZEMYSŁ price,US OPIEKA ZDROWOTNA price,AUD/PLN price,CNY/PLN price,HKD/PLN price,IDR/PLN price,ILS/PLN price,INR/PLN price,JPY/PLN price,KRW/PLN price,MYR/PLN price,NZD/PLN price,PHP/PLN price,SGD/PLN price,THB/PLN price,TWD/PLN price,BGN/PLN price,CHF/PLN price,CZK/PLN price,DKK/PLN price,EUR/PLN price,GBP/PLN price,HUF/PLN price,ISK/PLN price,NOK/PLN price,RON/PLN price,RUB/PLN price,SEK/PLN price,TRY/PLN price,UAH/PLN price,ARS/PLN price,BRL/PLN price,CAD/PLN price,CLP/PLN price,MXN/PLN price,USD/PLN price,EGP/PLN price,NAD/PLN price,ZAR/PLN price,XAG/PLN price,XAU/PLN price,XPD/PLN price,XPT/PLN price,BTC/PLN price,XDR/PLN price,ASSECOPOL price,ALLEGRO price,ALIOR price,CDPROJEKT price,CYFRPLSAT price,DINOPL price,JSW price,KGHM price,KRUK price,KETY price,LPP price,MBANK price,ORANGEPL price,PEPCO price,PEKAO price,PGE price,PKNORLEN price,PKOBP price,PZU price,SANPL price,AUSTRALIA 10Y BOND YIELD price,CHINA 10Y BOND YIELD price,INDONESIA 10Y BOND YIELD price,INDIA 10Y BOND YIELD price,JAPAN 10Y BOND YIELD price,S.KOREA 10Y BOND YIELD price,MALAYSIA 10Y BOND YIELD price,NEW ZEALAND 10Y BOND YIELD price,SINGAPORE 10Y BOND YIELD price,AUSTRIA 10Y BOND YIELD price,BELGIUM 10Y BOND YIELD price,SWITZERLAND 10Y BOND YIELD price,CZECH 10Y BOND YIELD price,GERMANY 10Y BOND YIELD price,SPAIN 10Y BOND YIELD price,FINLAND 10Y BOND YIELD price,FRANCE 10Y BOND YIELD price,GREECE 10Y BOND YIELD price,Date_index
0,2016-03-29,26.3,23.655,13.24,26.05,26.055,30.01,16.4025,20.16,11.975,4.5635,4.965,18.7125,0.0,16.8238,22.1938,23.5438,20.48,273.845,289.735,2.87158,0.58294,0.48503,0.00028392,0.99318,0.057126,0.0333762,0.0032623,0.94942,2.58377,0.08182,2.7788,0.1065,0.116462,2.1748,3.89313,0.15698,0.57001,4.24754,5.41192,0.0135491,0.0302584,0.44854,0.9531,0.05518,0.45864,1.32569,0.1436,0.25429,1.0326,2.88042,0.0055564,0.21707,3.76166,0.42733,0.24806,0.24809,57.7094,4672.62,2172.12,3643.7,1560.21,5.324,38.4197,0.0,52.867,23.8788,20.5551,0.0,11.833,69.5301,152.713,173.069,4870.95,339.13,5.90929,0.0,107.966,13.688,51.3176,23.4188,21.678,257.647,2.589,2.919,7.833,7.514,-0.083,1.805,3.863,0.0,1.944,0.3631,0.3944,-0.332,0.454,0.153,1.45,0.47,0.415,8.813,735959.0
1,2016-03-30,27.07,24.0675,13.5225,26.385,26.735,30.56,16.695,20.52,12.19,4.645,5.05125,19.0388,0.0,17.185,22.4975,23.8675,20.7288,277.47,293.735,2.8907,0.57866,0.48608,0.0002826,0.99236,0.0565095,0.0335131,0.003262,0.95093,2.60572,0.08139,2.79193,0.107,0.11618,2.1702,3.90604,0.15792,0.57336,4.27133,5.41894,0.0135715,0.0303828,0.45392,0.95283,0.05574,0.46308,1.32907,0.1428,0.25863,1.04073,2.907,0.0055811,0.21864,3.76855,0.42319,0.25278,0.25274,57.3019,4613.41,2125.03,3625.8,1556.16,5.3039,38.9018,0.0,53.422,24.3472,20.5954,0.0,12.59,70.6433,151.694,173.011,4932.75,340.9,5.96146,0.0,112.187,13.785,53.2234,24.3525,22.2917,262.081,2.515,2.904,7.781,7.493,-0.088,1.774,3.818,0.0,1.847,0.3767,0.3936,-0.332,0.439,0.166,1.441,0.47,0.4223,8.809,735960.0
2,2016-03-31,27.07,24.04,13.4975,26.245,26.63,30.44,16.695,20.4775,12.105,4.637,5.0525,18.96,0.0,17.2313,22.4938,23.8925,20.7888,276.84,292.915,2.85763,0.58053,0.48065,0.00028344,0.992,0.0566786,0.0331267,0.003305,0.96004,2.57823,0.08169,2.7659,0.10625,0.116746,2.1824,3.87654,0.15684,0.56962,4.243,5.35577,0.0135227,0.0302573,0.45114,0.94901,0.05573,0.45932,1.32264,0.1436,0.25562,1.04669,2.87119,0.0055809,0.21595,3.72815,0.42203,0.2535,0.25337,57.5517,4595.75,2101.53,3636.86,1551.26,5.3019,39.9622,0.0,52.973,24.0654,20.2378,0.0,13.054,70.5508,149.202,173.553,4844.53,335.96,5.85712,0.0,110.309,13.668,53.3096,24.7268,22.3039,265.794,2.491,2.886,7.713,7.463,-0.039,1.787,3.794,0.0,1.839,0.377,0.386,-0.334,0.444,0.159,1.451,0.453,0.4262,8.702,735961.0
3,2016-04-01,26.405,23.805,13.3525,25.93,26.215,30.26,16.6525,20.27,11.975,4.6355,5.05625,18.77,0.0,16.8988,22.545,23.8163,20.7663,275.17,294.245,2.86897,0.57418,0.48174,0.0002826,0.98792,0.0,0.0334559,0.0032293,0.95618,2.57693,0.08083,2.76764,0.10621,0.115329,2.1672,3.89625,0.15741,0.57146,4.25498,5.31478,0.0135803,0.0303649,0.44953,0.94977,0.05502,0.4591,1.32168,0.1429,0.25436,1.04813,2.87072,0.0055775,0.21515,3.73549,0.41841,0.25327,0.25376,56.2938,4571.31,2109.84,3578.82,1554.45,5.2451,39.7326,0.0,55.893,23.7383,20.1947,0.0,12.666,69.5215,147.558,173.011,4773.18,336.01,5.81369,0.0,108.495,13.541,52.3061,24.3889,22.1665,259.834,2.543,2.889,7.582,0.0,-0.059,1.79,3.771,0.0,1.85,0.3426,0.3663,-0.343,0.458,0.147,1.437,0.408,0.3897,8.666,735961.0
4,2016-04-04,26.53,23.6875,13.3575,25.945,26.35,30.365,16.6725,20.3625,11.97,4.6415,5.05625,18.9313,0.0,16.9875,22.555,23.9325,20.645,275.245,299.195,2.83132,0.0,0.48011,0.00028293,0.98459,0.0563136,0.0334454,0.0032581,0.95652,2.54298,0.08083,2.75473,0.10568,0.0,2.1656,3.8828,0.1569,0.56993,4.24087,5.31169,0.0135706,0.0302931,0.44701,0.94798,0.05458,0.45793,1.32362,0.1438,0.25207,1.03792,2.84635,0.0055563,0.2131,3.72303,0.41948,0.25215,0.25224,55.596,4527.95,2052.61,3504.68,1560.3,5.2208,39.4682,0.0,59.652,24.525,19.7286,0.0,12.751,67.8988,150.039,173.311,4850.97,345.84,5.7355,0.0,108.908,13.531,53.1286,24.4159,22.4931,264.843,2.479,0.0,7.596,7.414,-0.077,1.768,3.788,0.0,1.849,0.3452,0.3789,-0.36,0.44,0.14,1.476,0.404,0.3931,9.014,735964.0
5,2016-04-05,26.045,23.4125,13.13,25.6,25.915,30.245,16.54,20.055,11.8475,4.5895,5.025,18.7725,0.0,16.7413,22.525,23.5525,20.5188,273.055,296.55,2.82564,0.57662,0.48302,0.00028246,0.98145,0.0562119,0.0339532,0.0032266,0.95066,2.54965,0.08088,2.76405,0.10619,0.115421,2.1705,3.91891,0.15779,0.57316,4.26483,5.30471,0.0136252,0.0304243,0.4497,0.95331,0.05414,0.46084,1.3223,0.1431,0.25552,1.01837,2.85192,0.0055527,0.21149,3.7464,0.42057,0.24794,0.24828,56.76,4616.23,2046.96,3566.36,1579.16,5.2487,39.0199,0.0,58.225,24.2068,19.2194,0.0,12.496,65.0436,147.558,166.335,4784.55,344.26,5.53566,0.0,105.819,13.091,52.1251,23.5268,21.9152,255.964,2.439,2.891,7.634,7.462,-0.063,1.789,3.805,0.0,1.854,0.3074,0.3562,-0.361,0.463,0.1,1.5,0.366,0.357,9.165,735965.0
6,2016-04-06,26.33,23.545,13.17,25.635,25.955,30.355,16.5675,20.0275,11.89,4.5875,5.02875,18.7188,0.0,16.9313,22.5688,23.3925,20.5913,272.25,301.065,2.84784,0.57824,0.48311,0.00028374,0.98392,0.0563111,0.0341426,0.0032437,0.9605,2.55575,0.08114,2.78185,0.10635,0.115692,2.177,3.91982,0.15789,0.57391,4.27014,5.29108,0.0136793,0.0303043,0.4506,0.95631,0.05504,0.45977,1.31815,0.1446,0.25505,1.02035,2.86109,0.0055476,0.21213,3.74688,0.42345,0.24871,0.24876,56.4153,4577.35,2027.99,3538.22,1580.9,5.2733,39.9037,0.0,56.757,24.0556,19.6612,0.0,12.07,64.6632,144.162,165.093,4844.53,342.98,5.47476,0.0,103.475,12.896,50.9994,23.4458,21.9914,257.914,2.447,2.91,7.601,7.462,-0.058,1.787,3.809,0.0,1.867,0.3257,0.3797,-0.359,0.472,0.115,1.519,0.398,0.4598,9.196,735966.0
7,2016-04-07,26.235,23.4225,13.0175,25.575,25.83,30.24,16.48,20.065,11.8325,4.5385,4.996,18.6513,0.0,16.9163,22.4613,23.5113,20.4963,271.855,300.56,2.83757,0.57768,0.48719,0.00028429,0.99496,0.0562502,0.0349192,0.003248,0.95828,2.56218,0.08114,2.79559,0.10743,0.115534,2.1781,3.95376,0.15903,0.57772,4.29951,5.31286,0.0137608,0.0305653,0.45399,0.9621,0.05533,0.46315,1.31993,0.145,0.26031,1.02114,2.87444,0.0055263,0.21127,3.78047,0.42327,0.2479,0.24785,57.5234,4685.79,2026.34,3617.43,1594.13,5.2836,38.9805,0.0,56.423,24.2156,19.3616,0.0,12.079,62.8557,147.144,166.827,4760.81,331.52,5.49215,0.0,102.002,13.032,50.496,23.3657,22.1796,253.41,2.461,2.914,7.595,7.449,-0.053,1.799,3.818,0.0,1.877,0.3096,0.4958,-0.369,0.423,0.094,1.602,0.379,0.4426,9.191,735967.0
8,2016-04-08,27.055,23.5225,13.1825,26.005,26.35,30.44,16.545,20.2625,11.975,4.5565,5.00275,18.93,0.0,17.365,22.5238,23.6475,20.4638,274.125,299.19,2.84533,0.58147,0.48562,0.00028686,0.99547,0.0,0.0348295,0.0032749,0.96381,2.5648,0.08166,2.79463,0.10737,0.116208,2.195,3.95022,0.15895,0.57734,4.29485,5.32124,0.0137453,0.0305176,0.45807,0.95954,0.05614,0.46198,1.32274,0.1471,0.26028,1.03848,2.89767,0.005517,0.21182,3.76744,0.42582,0.25135,0.25173,57.8867,4670.87,2032.53,3644.81,1576.2,5.3229,39.9696,0.0,57.083,24.3472,19.5704,0.0,11.984,62.0207,154.185,176.261,4808.38,332.01,5.46611,0.0,102.433,13.003,51.1145,23.9178,22.2103,257.538,2.415,2.935,7.577,0.0,-0.078,1.798,3.824,0.0,1.894,0.319,0.4926,-0.355,0.428,0.102,1.535,0.383,0.4446,9.143,735968.0
9,2016-04-11,27.165,23.585,13.2275,26.015,26.64,30.48,16.5825,20.265,12.0,4.5525,5.01875,18.97,0.0,17.3513,22.5513,23.5325,20.5063,273.39,298.16,2.84762,0.58016,0.48358,0.00028633,0.99647,0.0566102,0.0347296,0.003287,0.96631,2.56971,0.08161,2.79161,0.10707,0.116258,2.1896,3.9272,0.15824,0.57475,4.27656,5.33726,0.0137241,0.0304552,0.45741,0.95808,0.0561,0.46197,1.32368,0.1468,0.25842,1.06403,2.90631,0.0054983,0.21225,3.74969,0.42316,0.25473,0.25486,59.6879,4716.92,2052.26,3711.94,1583.02,5.3079,39.6731,0.0,57.083,24.2441,19.3953,0.0,12.25,63.6433,149.626,173.553,4862.13,329.94,5.51828,0.0,101.733,13.013,51.3105,23.3927,22.0089,254.42,2.424,2.916,7.535,7.418,-0.082,1.794,3.783,0.0,1.88,0.3509,0.5222,-0.361,0.472,0.121,1.528,0.421,0.4815,9.049,735971.0
10,2016-04-12,27.595,23.615,13.34,26.125,26.955,30.435,16.51,20.2975,12.04,4.5795,4.9885,19.075,0.0,17.66,22.5163,23.595,20.42,274.445,299.16,2.89414,0.58027,0.48586,0.00028589,1.00039,0.0564709,0.0346852,0.0032696,0.96442,2.60721,0.08142,2.80523,0.10761,0.11585,2.1917,3.94354,0.15865,0.57623,4.28852,5.37312,0.0137712,0.0305179,0.46073,0.96136,0.0573,0.4661,1.32874,0.147,0.2593,1.06651,2.95007,0.0056126,0.21561,3.76733,0.42395,0.25652,0.25623,61.0213,4731.3,2060.42,3770.94,1604.39,5.3129,39.5084,0.0,57.002,23.6814,19.6958,0.0,13.31,64.5428,150.039,168.677,4970.48,331.02,5.49215,0.0,101.391,13.052,50.7121,22.9924,21.966,252.024,2.479,2.916,7.529,7.417,-0.092,1.796,3.75,0.0,1.889,0.3627,0.5616,-0.336,0.442,0.152,1.538,0.446,0.4998,9.212,735972.0
11,2016-04-13,27.88,23.99,13.68,26.445,27.53,30.34,16.7525,20.2525,11.9975,4.6845,5.0575,19.3113,0.0,17.7763,22.3488,23.445,20.7362,277.665,300.555,2.90922,0.58449,0.49012,0.00028702,1.00768,0.0568886,0.0347858,0.0,0.97433,2.63002,0.08182,2.8153,0.10851,0.116599,2.1897,3.932,0.15862,0.57627,4.28727,5.39908,0.0137933,0.0305879,0.4621,0.95989,0.05803,0.46672,1.33522,0.1483,0.26473,1.07445,2.96512,0.0056873,0.21784,3.80122,0.42731,0.26167,0.26163,61.6928,4727.29,2071.27,3800.08,1613.83,5.3112,39.2577,0.0,57.002,23.973,20.3717,0.0,14.067,67.9084,155.397,171.977,5152.78,334.98,5.45737,0.0,103.179,13.345,51.9441,23.3657,22.1796,254.628,2.542,2.937,7.433,7.437,-0.081,0.0,3.754,0.0,1.925,0.3536,0.5486,-0.341,0.447,0.142,1.485,0.455,0.4891,9.362,735973.0
12,2016-04-14,27.925,24.015,13.78,26.55,27.585,30.37,16.7825,20.2825,12.0525,4.7255,5.06625,19.3413,0.0,17.8125,22.2875,23.4425,20.76,278.42,302.175,2.93731,0.58786,0.4924,0.0002897,1.00932,0.0,0.0349028,0.0032933,0.98272,2.61448,0.08274,2.80211,0.10887,0.118042,2.1994,3.95051,0.15904,0.57797,4.30048,5.40346,0.0138109,0.0306994,0.46354,0.9618,0.05797,0.46918,1.33993,0.1487,0.26561,1.08551,2.97231,0.0057246,0.21942,3.819,0.43034,0.26277,0.2625,61.7134,4689.04,2144.5,3778.42,1622.41,5.3571,39.8442,0.0,57.41,24.2255,20.4961,0.0,14.72,67.4828,154.089,172.928,5184.63,335.96,5.44872,0.0,103.205,13.306,52.111,23.4188,22.4291,254.628,2.533,2.947,7.435,0.0,-0.085,1.848,3.767,0.0,2.007,0.3661,0.5686,-0.332,0.466,0.157,1.506,0.444,0.502,9.387,735974.0
13,2016-04-15,27.795,23.97,13.755,26.525,27.595,30.44,16.7975,20.39,12.085,4.719,5.0725,19.365,0.0,17.6988,22.3125,23.5875,20.8113,278.375,301.2,2.93653,0.58826,0.49095,0.00028979,1.0069,0.0,0.0350143,0.0033319,0.98013,2.6314,0.08291,2.80421,0.10868,0.118157,2.1985,3.93208,0.15895,0.57746,4.29563,5.40437,0.0138061,0.0306789,0.46179,0.95915,0.05711,0.46822,1.33366,0.1501,0.26581,1.07253,2.96558,0.005707,0.21653,3.807,0.42929,0.26139,0.26135,61.8257,4698.83,2161.92,3747.15,1635.52,5.3655,39.6731,0.0,57.613,24.2068,20.0712,0.0,14.768,65.8217,153.646,174.602,5324.49,332.01,5.41394,0.0,104.113,13.14,51.9168,23.1703,22.1726,249.52,2.569,2.947,7.424,0.0,-0.11,1.842,3.786,0.0,1.985,0.3391,0.5472,-0.344,0.471,0.128,1.508,0.451,0.4764,9.063,735975.0
14,2016-04-18,27.89,24.0525,13.795,26.635,27.805,30.65,16.7375,20.435,12.14,4.7245,5.05125,19.41,0.0,17.84,22.4338,23.59,20.9625,279.105,304.5,2.95029,0.58567,0.49086,0.00028858,1.00766,0.0571008,0.0349665,0.0033084,0.96714,2.64858,0.08239,2.81639,0.10888,0.117388,2.1974,3.94637,0.15938,0.57881,4.30622,5.43415,0.0138495,0.0307766,0.46363,0.9622,0.05713,0.46886,1.34032,0.1492,0.26976,1.06236,2.97585,0.0057275,0.21855,3.80635,0.42883,0.26328,0.26301,61.6977,4690.13,2152.95,3725.84,1629.78,5.3535,40.1626,0.0,57.328,24.3001,20.3043,0.0,16.017,65.7292,155.397,174.061,5442.22,330.73,5.49215,0.0,105.28,13.101,51.3474,23.1796,22.2978,247.402,2.497,2.943,7.426,7.417,-0.113,1.841,3.799,0.0,1.916,0.3616,0.5395,-0.334,0.471,0.155,1.487,0.462,0.4911,8.966,735978.0
15,2016-04-19,28.535,24.3525,13.9975,26.91,28.57,30.97,16.73,20.545,12.325,4.786,5.0325,19.8413,0.0,18.2313,22.5013,23.5925,20.9813,280.095,306.05,2.95699,0.58607,0.48801,0.00028845,1.0039,0.0,0.0346321,0.0033467,0.97599,2.66689,0.08219,2.83207,0.10861,0.117664,2.1974,3.93357,0.15899,0.57767,4.29721,5.44694,0.0138674,0.0306566,0.46592,0.95794,0.0577,0.46798,1.33677,0.149,0.26725,1.06407,2.98663,0.0057425,0.21891,3.78421,0.42763,0.26493,0.26547,64.0684,4728.7,2207.79,3831.63,1633.77,5.3501,40.8936,0.0,56.92,24.3472,20.4381,0.0,16.566,69.2065,155.224,173.527,5469.91,327.76,5.58774,0.0,107.525,13.042,52.7955,23.3751,22.0089,249.431,2.568,2.941,7.431,0.0,-0.123,1.85,3.808,0.0,1.909,0.3902,0.5717,-0.334,0.485,0.184,1.536,0.487,0.5229,9.196,735979.0
16,2016-04-20,28.86,24.335,14.095,26.99,28.83,30.79,16.8025,20.54,12.3125,4.8095,5.0525,19.8775,0.0,18.3962,22.315,23.5788,20.9625,280.67,307.33,2.94755,0.58413,0.48772,0.00028792,1.00506,0.0571273,0.0344662,0.0033338,0.97603,2.63906,0.08189,2.81488,0.10849,0.117371,2.1987,3.89255,0.15805,0.57455,4.27399,5.42171,0.0138231,0.0304683,0.46644,0.95737,0.05763,0.46586,1.34463,0.1488,0.26488,1.06502,2.98861,0.0057343,0.21945,3.78235,0.4245,0.26585,0.26611,64.1621,4706.57,2251.31,3850.86,1671.89,5.3441,40.8195,0.0,57.728,24.3374,20.2378,0.0,16.642,70.597,157.917,181.661,5417.9,316.05,5.5617,0.0,107.525,13.013,53.0055,22.904,22.3364,249.658,2.544,2.945,7.412,7.438,-0.132,1.806,3.805,0.0,1.915,0.3553,0.5458,-0.331,0.49,0.147,1.532,0.462,0.4937,9.219,735980.0
17,2016-04-21,29.03,24.2875,14.0925,27.0,28.775,30.295,16.7675,20.0525,12.145,4.8175,5.05,19.875,0.0,18.5125,21.935,22.8063,21.0088,280.685,308.85,2.96349,0.58632,0.49365,0.00028867,1.01288,0.0573094,0.0349925,0.0033507,0.97842,2.64737,0.08174,2.83831,0.10918,0.117544,2.1927,3.92819,0.15991,0.58091,4.32112,5.483,0.0139481,0.0307012,0.4671,0.96028,0.05788,0.47016,1.35167,0.1497,0.26573,0.0,3.00822,0.0057602,0.21913,3.82916,0.42898,0.26741,0.26771,65.0769,4778.67,2319.11,3925.28,1723.06,5.3186,40.1022,0.0,58.29,24.1508,20.3876,0.0,16.424,69.9943,155.397,183.045,5456.22,316.74,5.5617,0.0,106.528,13.003,51.8439,22.5037,22.085,250.935,2.612,2.964,7.424,7.476,-0.112,1.823,3.799,0.0,1.965,0.4122,0.606,-0.282,0.48,0.22,1.581,0.508,0.5463,8.805,735981.0
18,2016-04-22,29.01,24.005,14.105,26.855,28.505,29.98,16.3875,19.9525,12.06,4.827,4.9175,19.8263,0.0,18.5363,21.8,22.8275,20.745,278.93,308.625,2.99805,0.5931,0.50116,0.00029094,1.03169,0.0578835,0.0348247,0.0033464,0.9814,2.66527,0.08205,2.86926,0.11078,0.118374,2.213,3.97138,0.16136,0.58662,4.3636,5.60238,0.0140644,0.0311479,0.47246,0.97442,0.05865,0.47648,1.36342,0.1514,0.27196,1.08751,3.06797,0.0058069,0.22253,3.88727,0.43555,0.2704,0.27005,65.9281,4796.27,2352.5,3926.92,1746.93,5.3682,39.1781,0.0,58.274,24.2912,20.4203,0.0,16.5,69.9943,153.569,187.22,5355.41,319.91,5.53566,0.0,105.747,13.023,50.503,22.7169,21.9914,250.292,2.623,2.962,7.553,7.456,-0.11,1.819,3.801,0.0,1.989,0.4237,0.6116,-0.269,0.485,0.235,1.601,0.529,0.5756,8.523,735982.0
19,2016-04-25,28.74,24.02,14.0425,26.75,28.28,30.16,16.41,19.98,12.0325,4.8055,4.9255,19.76,0.0,18.3938,21.9575,22.84,20.7663,277.85,308.325,3.01899,0.59838,0.50464,0.00029525,1.04088,0.0583632,0.0351831,0.0033845,0.99746,2.6837,0.08316,2.89646,0.11153,0.120414,2.2425,4.01228,0.1631,0.59286,4.4102,5.66825,0.0141506,0.0314489,0.47748,0.98569,0.05918,0.48082,1.37583,0.1537,0.27263,1.10445,3.0871,0.0058505,0.22266,3.9137,0.43888,0.27096,0.27096,66.4936,4843.55,2362.36,3972.6,1828.4,5.4737,39.4435,0.0,57.491,24.2441,20.2462,0.0,17.655,68.5575,153.617,189.82,5124.63,329.05,5.49215,0.0,105.217,12.954,50.496,22.4143,21.7339,247.689,0.0,2.973,7.652,7.47,-0.065,1.829,3.805,0.0,1.986,0.4536,0.6623,-0.233,0.484,0.261,1.643,0.551,0.6029,8.573,735985.0
20,2016-04-26,29.03,24.125,14.1825,26.86,28.31,30.27,16.41,20.0975,12.085,4.851,4.923,19.9113,0.0,18.5675,22.06,22.9263,20.8663,279.925,307.01,2.99887,0.59938,0.49926,0.00029498,1.02962,0.0586183,0.0347876,0.0034017,0.99382,2.67008,0.08337,2.8652,0.11024,0.120787,2.2485,3.97531,0.16182,0.58794,4.37397,5.64337,0.0140449,0.0312567,0.4751,0.98174,0.05887,0.47676,1.37257,0.154,0.27147,1.09996,3.07155,0.0058074,0.22317,3.87175,0.43879,0.26915,0.26916,66.4502,4815.86,2338.92,3925.25,1811.6,5.4873,39.5743,0.0,57.573,23.8316,20.5804,0.0,16.954,68.3812,154.089,184.336,4932.66,327.56,5.64855,0.0,103.816,12.954,50.496,22.0494,21.4906,248.946,2.668,2.972,7.647,7.472,-0.1,1.82,3.83,0.0,2.048,0.4751,0.6737,-0.228,0.509,0.295,1.637,0.566,0.6315,8.702,735986.0
21,2016-04-27,29.395,24.1125,14.11,26.94,28.415,30.265,16.19,20.2825,12.0925,4.843,4.8535,20.0313,0.0,18.84,22.0725,23.2,20.8363,281.705,306.755,2.94109,0.59669,0.49925,0.00029404,1.0361,0.0584319,0.034742,0.0033749,0.98798,2.67699,0.08268,2.87113,0.11025,0.119573,2.2459,3.98588,0.16216,0.58933,4.3849,5.62815,0.0140822,0.031416,0.47513,0.98854,0.05922,0.47847,1.37215,0.1539,0.27427,1.09553,3.07446,0.0058203,0.22403,3.872,0.43817,0.26874,0.26875,66.7379,4822.55,2363.51,3972.92,1743.83,5.4799,38.3867,0.0,57.866,23.7482,20.4288,0.0,17.248,67.3518,156.676,180.602,4931.95,326.28,5.60513,0.0,101.733,12.896,49.4424,21.6854,21.3645,240.334,2.607,2.96,7.616,7.463,-0.054,1.809,3.881,0.0,2.026,0.4896,0.7032,-0.25,0.499,0.288,1.616,0.581,0.6443,8.991,735987.0
22,2016-04-28,29.615,24.1225,14.1,26.945,28.71,30.345,16.355,20.3175,12.115,4.8535,4.9025,20.1725,0.0,18.9975,22.17,23.2075,20.9575,283.25,307.105,2.95514,0.59578,0.4993,0.00029342,1.03297,0.0581157,0.0358245,0.0034038,0.99001,2.69682,0.08261,2.88046,0.11069,0.119561,2.2466,4.0071,0.16276,0.59099,4.39726,5.65815,0.0141246,0.0314586,0.47602,0.98242,0.06022,0.47987,1.37658,0.1536,0.27387,1.11407,3.08655,0.0058889,0.22443,3.87306,0.4354,0.27134,0.27134,67.9774,4901.84,2413.58,4066.06,1739.68,5.4786,38.9805,0.0,57.246,24.0379,20.396,0.0,17.712,67.009,154.185,178.986,5053.94,318.87,5.50089,0.0,103.511,12.896,50.3369,21.623,21.6149,242.65,2.514,2.953,7.628,7.443,-0.074,1.799,3.916,0.0,2.026,0.4563,0.6581,-0.266,0.479,0.255,1.599,0.542,0.6113,8.913,735988.0
23,2016-04-29,29.135,23.785,13.8875,26.53,28.54,30.17,15.8175,20.3075,11.9825,4.7665,4.7365,19.8075,0.0,18.5288,22.07,23.255,20.685,278.4,299.375,2.90476,0.5958,0.49258,0.00029381,1.02358,0.0581605,0.0358823,0.0033926,0.98983,2.66774,0.08255,2.84123,0.10947,0.119976,2.2537,3.98187,0.16176,0.58781,4.3732,5.58192,0.0140328,0.031295,0.47473,0.97504,0.05904,0.47532,1.36558,0.1537,0.26809,1.10766,3.04539,0.005791,0.22208,3.8206,0.43575,0.26864,0.2686,68.0831,4940.15,2397.43,4108.83,1741.15,5.4853,38.1891,0.0,56.284,23.8316,20.2462,0.0,18.602,68.9368,157.917,178.436,4959.44,319.36,5.40529,0.0,103.968,12.886,49.5935,21.7561,21.6272,241.244,2.521,2.946,7.715,7.437,0.0,1.793,3.906,0.0,2.006,0.5119,0.69,-0.241,0.498,0.29,1.623,0.589,0.6632,0.0,735989.0
24,2016-05-03,28.445,23.82,13.7,26.37,28.065,30.35,15.825,20.3975,12.045,4.7395,4.748,19.5363,0.0,18.2288,22.255,23.53,20.8538,276.105,301.05,2.85932,0.58169,0.4922,0.0,1.01303,0.0568389,0.0357249,0.0033313,0.96448,2.64307,0.08046,2.8257,0.10919,0.1173,0.0,4.00133,0.16279,0.59043,4.39264,5.55316,0.0140705,0.0314234,0.47084,0.98042,0.05737,0.47453,1.34134,0.0,0.26827,1.07002,3.00277,0.0057147,0.21705,3.82063,0.42594,0.2612,0.2612,66.5557,4915.72,2315.96,4066.51,1722.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.939,7.691,7.442,0.0,1.794,3.867,0.0,1.994,0.4323,0.6117,-0.281,0.488,0.199,1.572,0.505,0.5605,0.0,735993.0
25,2016-05-04,27.99,23.665,13.5875,26.165,27.515,30.245,15.7675,20.4625,11.95,4.7165,4.7335,19.2875,0.0,17.96,22.3363,23.8525,20.7525,273.64,298.785,2.85836,0.58916,0.49368,0.00028916,1.01041,0.0575816,0.0357991,0.0033181,0.9596,2.63717,0.08123,2.82153,0.10905,0.118371,2.2493,4.00167,0.16284,0.59166,4.40154,5.55568,0.0140629,0.0314356,0.46958,0.9771,0.05786,0.47486,1.29516,0.1521,0.26915,1.08405,2.97781,0.0056977,0.2151,3.8322,0.43109,0.25599,0.256,66.615,4904.19,2297.46,4048.63,1713.1,5.4263,38.5853,0.0,56.659,23.5605,19.9448,0.0,19.122,65.2939,156.272,176.536,4878.54,314.32,5.21411,0.0,101.831,12.661,48.4758,21.569,21.4267,242.561,2.429,2.926,7.698,7.432,0.0,1.772,3.891,0.0,2.006,0.4394,0.6193,-0.264,0.474,0.202,1.594,0.521,0.578,8.634,735994.0
