Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1999-01-25,81.8541,82.9406,81.8541,82.629,1492293.7397611
1999-01-26,82.2095,84.214,82.2095,82.8756,3520173.1375134
1999-01-27,85.4865,85.4865,83.4909,83.9344,6838028.0644887
1999-01-28,83.6726,84.3922,82.9406,82.9406,2415039.3758028
1999-01-29,83.6726,84.3922,83.1214,84.3922,4452941.0863485
1999-02-01,84.214,84.7635,82.9406,84.0359,2727522.1747973
1999-02-02,83.6726,83.6726,80.0384,82.9406,19139095.869842
1999-02-03,81.8541,83.3022,81.8541,82.7037,26539332.448536
1999-02-04,81.6752,82.9406,80.0384,80.6965,8527870.8537309
1999-02-05,80.0384,85.117,79.3064,83.0315,61687742.873713
1999-02-08,85.117,94.5725,84.3922,91.892,21298377.052639
1999-02-09,91.8742,96.0418,91.705,94.5725,16173833.206103
1999-02-10,93.8689,99.3011,92.2304,95.6767,11173350.432149
1999-02-11,99.123,100.032,94.0114,95.3205,10984654.706372
1999-02-12,95.3205,98.9449,95.3205,98.5798,28991648.090241
1999-02-16,98.9449,99.8532,96.8611,98.7935,25015331.143057
1999-02-17,96.0418,96.0418,92.4085,94.9465,13473693.000511
1999-02-18,95.3205,96.0418,94.5725,95.3205,19779322.334035
1999-02-19,94.5725,96.0418,93.8689,94.8931,1432750.5337602
1999-02-22,93.8689,98.2147,93.8689,98.2147,4521837.3280085
1999-02-23,98.2147,98.7579,96.0418,97.3242,6136269.653012
1999-02-24,96.0418,99.6662,96.0418,98.2147,10218486.231343
1999-02-25,96.7632,99.6662,96.7632,98.3393,14683778.625077
1999-02-26,99.6662,100.396,98.2147,98.3928,3584306.9558057
1999-03-01,97.1193,98.2147,96.0418,96.0418,2674550.4617338
1999-03-02,96.3981,98.9449,96.3981,98.3928,5542530.9989065
1999-03-03,97.4844,98.3928,95.3205,97.3242,15290607.486491
1999-03-04,97.1193,97.4844,89.8528,96.3981,5233892.0516423
1999-03-05,96.585,101.848,96.585,99.6662,6740208.0457285
1999-03-08,103.665,103.665,97.8585,99.7108,5639442.5525632
1999-03-09,101.305,105.49,100.94,102.748,20422980.527963
1999-03-10,99.6662,100.77,93.1477,98.1346,3600443.7216142
1999-03-11,100.396,104.751,97.4844,104.581,5256571.1137348
1999-03-12,102.578,112.419,102.578,107.681,15265041.324546
1999-03-15,111.51,111.51,106.22,108.767,4084675.8349156
1999-03-16,107.859,109.15,107.128,107.315,3555165.3267522
1999-03-17,105.678,108.233,105.125,106.22,4789377.4936563
1999-03-18,104.751,106.942,102.578,103.317,10011615.588753
1999-03-19,104.021,104.751,102.757,103.602,4823726.2335695
1999-03-22,102.578,103.317,98.2147,100.494,5638850.7588554
1999-03-23,101.848,104.751,100.396,101.919,11358809.821177
1999-03-24,102.222,106.22,100.574,105.063,6959748.9129963
1999-03-25,105.125,109.32,104.395,108.482,13352188.881009
1999-03-26,108.046,114.208,104.021,112.062,13684053.766144
1999-03-29,105.49,107.681,103.665,105.49,2765387.9885109
1999-03-30,106.22,109.15,105.855,107.404,9514404.4400154
1999-03-31,106.942,109.507,106.942,108.403,5133749.7759793
1999-04-01,109.88,109.88,108.403,108.963,2298222.4421377
1999-04-06,110.611,110.611,107.315,107.681,5099625.6257086
