Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1998-06-25,44.1464,44.3154,42.6415,42.6415,781882.91417234
1998-06-26,42.6415,44.3154,42.6415,44.3154,260281.27641116
1998-06-29,43.4784,43.4784,43.4784,43.4784,2988.2442707928
1998-06-30,42.6415,42.6415,41.8076,41.8076,322824.38893018
1998-07-01,42.6415,42.6415,42.6415,42.6415,89700.332456566
1998-07-02,43.4784,43.4784,43.4784,43.4784,10226.835981636
1998-07-03,43.1435,43.4784,43.1435,43.4784,14201.16085852
1998-07-06,41.8076,41.8076,41.8076,41.8076,2605.212960313
1998-07-07,41.8076,41.8076,40.1337,40.1337,1127290.1491128
1998-07-08,40.8017,40.8017,40.5507,40.5507,2262239.9243535
1998-07-09,40.9707,40.9707,40.9707,40.9707,206211.85656497
1998-07-10,40.6337,40.6337,40.6337,40.6337,156771.81514231
1998-07-13,40.9707,40.9707,40.1337,40.9707,595652.69098436
1998-07-14,40.9707,40.9707,40.1337,40.4677,839892.65611589
1998-07-15,40.4677,40.9707,40.4677,40.6337,1243712.6659454
1998-07-16,41.6396,41.6396,41.6396,41.6396,44848.666105657
1998-07-17,40.6337,42.3075,40.6337,42.3075,1135117.7889748
1998-07-20,42.3075,42.3075,42.1396,42.3075,530339.35201618
1998-07-21,42.3075,42.6415,41.9736,42.6415,1304253.6147997
1998-07-22,42.3075,43.3105,42.3075,43.3105,6578.5377554468
1998-07-23,41.8076,42.6415,41.8076,42.6415,1495005.2075822
1998-07-24,42.1396,43.4784,41.8076,43.4784,122615.02303231
1998-07-27,42.6415,42.6415,42.6415,42.6415,352819.84087592
1998-07-28,41.8076,41.8076,39.7997,40.8857,825840.50743821
1998-07-29,40.1337,40.1337,40.1337,40.1337,11960.977737176
1998-07-30,39.6328,40.6337,39.6328,40.6337,98672.065841198
1998-07-31,41.8076,42.9775,41.8076,42.9775,62790.132711421
1998-08-03,42.9775,42.9775,41.4716,41.4716,223202.24542591
1998-08-04,40.9707,40.9707,40.9707,40.9707,5980.488868588
1998-08-05,42.1396,42.1396,42.1396,42.1396,156078.75848914
1998-08-06,42.1396,42.1396,40.4677,40.4677,6578.5377554468
1998-08-07,40.1337,40.4677,39.2988,40.4677,435721.61759191
1998-08-10,39.6328,39.6328,39.6328,39.6328,59799.888277127
1998-08-11,38.7958,40.1337,38.7958,38.7958,166643.62210248
1998-08-13,39.7997,39.7997,38.4619,39.2988,3835873.5593313
1998-08-14,38.7958,39.1308,38.7958,39.1308,365432.87191449
1998-08-17,38.4619,39.1308,38.4619,39.1308,2337591.0838524
1998-08-18,39.6328,39.6328,38.6298,38.6298,35879.932966276
1998-08-19,38.4619,40.1337,38.4619,40.1337,99107.101402709
1998-08-20,38.7958,38.7958,38.7958,38.7958,33931.773716107
1998-08-21,39.6328,39.6328,38.2959,39.4648,56810.643924584
1998-08-24,38.1269,39.2988,37.6259,39.2988,70687.778295909
1998-08-25,37.9589,37.9589,36.789,37.124,16742.368586795
1998-08-26,35.7861,36.622,35.1161,35.1161,59799.888277127
1998-08-27,34.2812,34.2812,32.6083,32.6083,111230.09238348
1998-08-28,31.7724,31.7724,30.9365,31.7724,172740.12045414
1998-09-01,31.4384,31.4384,30.0985,30.0985,17940.466524013
1998-09-02,31.7724,31.7724,30.0985,30.0985,278014.7260128
