Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2004-12-31,695.043,698.684,694.584,698.684,1111541.6508631
2005-01-04,700.06,700.06,672.708,675.432,19571031.344844
2005-01-05,679.092,679.541,665.875,670.892,18789752.1284
2005-01-06,674.983,680.449,672.249,679.092,19327096.157431
2005-01-07,681.367,684.11,669.516,674.533,17191121.72827
2005-01-10,679.092,680.908,674.983,678.614,8290113.2101044
2005-01-11,685.476,692.74,684.11,687.292,11890706.401513
2005-01-12,690.943,693.208,683.651,688.219,17722383.308338
2005-01-13,693.208,699.152,688.219,690.465,11978980.911124
2005-01-14,697.767,711.443,695.96,706.435,29719324.865678
2005-01-17,715.543,727.862,711.901,724.66,14841645.28357
2005-01-18,720.56,722.395,713.258,717.378,19376225.561558
2005-01-19,728.32,733.787,719.193,721.917,21875260.354393
2005-01-20,721.917,722.395,713.258,718.276,14288724.200053
2005-01-21,717.827,740.161,715.093,738.346,25363375.84903
2005-01-24,749.728,770.247,747.004,770.247,30776476.050418
2005-01-25,765.679,767.953,752.461,756.561,19968189.207981
2005-01-26,755.204,761.12,749.728,751.085,13765056.002426
2005-01-27,757.469,763.863,747.463,752.461,44883696.750631
2005-01-28,752.461,755.204,743.803,745.628,14305795.44637
2005-01-31,753.838,759.314,748.811,752.003,15017227.472781
2005-02-01,761.579,780.721,761.579,776.144,26287756.370335
2005-02-02,772.053,779.804,753.388,767.953,33795280.33026
2005-02-03,775.245,777.978,751.553,754.287,28128691.740179
2005-02-04,754.287,759.744,742.895,751.085,30726433.180276
2005-02-07,761.579,769.32,752.92,762.028,28316831.209627
2005-02-08,757.03,763.404,751.085,752.003,34099496.950193
2005-02-09,747.463,747.463,738.795,738.795,22762352.000125
2005-02-10,741.977,755.204,739.712,750.187,13977728.260176
2005-02-11,754.287,769.32,753.388,769.32,16185630.028784
2005-02-14,767.953,777.08,765.679,768.871,15038457.971572
2005-02-15,767.953,782.078,767.953,782.078,15273022.023097
2005-02-16,784.821,793.461,779.355,788.921,13401945.413816
2005-02-17,788.463,794.397,780.721,792.113,16195281.587229
2005-02-18,791.664,798.956,785.758,796.223,11914838.436684
2005-02-21,803.056,806.239,796.662,801.689,8086846.6178863
2005-02-22,808.972,815.366,801.221,810.797,28303893.056963
2005-02-23,804.432,812.632,795.296,804.881,26479473.320087
2005-02-24,796.662,809.88,796.662,804.881,27463414.336817
2005-02-25,811.705,834.948,811.705,832.673,28215348.588324
2005-02-28,837.7,847.267,834.948,836.324,20567544.290751
2005-03-01,838.608,840.873,820.813,824.024,18113208.644186
2005-03-02,821.73,821.73,800.782,813.54,20385226.728414
2005-03-03,820.813,834.948,819.456,834.518,12965302.380528
2005-03-04,831.307,839.507,818.997,838.13,18458995.815448
2005-03-07,840.873,845.891,830.857,843.616,10055354.370336
2005-03-08,843.616,844.983,827.665,831.765,14394250.975019
2005-03-09,838.608,849.092,834.04,838.13,16128206.185825
2005-03-10,831.765,832.224,809.88,815.824,22303887.2787
2005-03-11,822.648,824.923,802.148,818.997,16194692.490589
2005-03-14,827.188,834.04,812.632,815.366,13133514.06045
2005-03-15,814.897,818.997,806.697,813.54,14972715.623665
2005-03-16,813.091,829.491,813.091,817.191,18995561.357979
2005-03-17,824.024,831.765,818.099,828.564,10351446.060594
2005-03-18,831.765,841.781,826.748,828.564,9932706.124118
2005-03-21,831.765,837.222,818.997,819.915,9267923.6456417
2005-03-22,813.54,818.099,801.221,814.897,14361471.880114
2005-03-23,808.972,810.339,793.948,798.507,16915212.091273
2005-03-24,795.296,795.296,778.886,779.804,28944247.382419
2005-03-29,783.464,783.464,761.579,765.22,35984622.938836
2005-03-30,761.12,776.144,758.817,770.247,19212353.106795
2005-03-31,789.829,790.288,777.52,779.804,16490189.852444
2005-04-01,788.463,788.463,775.713,777.978,12975459.327387
2005-04-04,780.263,780.721,770.247,775.245,10240984.685713
2005-04-05,783.005,783.005,765.679,768.871,8969895.156307
2005-04-06,776.621,778.886,764.771,772.98,13318733.159167
2005-04-07,778.437,786.647,776.144,786.647,32696000.888137
2005-04-08,797.58,797.58,786.188,790.737,34017431.498239
2005-04-11,783.904,786.647,780.721,784.372,27709318.760244
2005-04-12,792.562,793.461,781.639,783.005,9267781.3416577
2005-04-13,788.463,790.288,767.504,772.531,21246465.088579
2005-04-14,765.679,775.713,752.461,756.112,20875941.090214
2005-04-15,745.169,754.726,733.309,743.803,28168080.645871
2005-04-18,732.869,744.252,724.66,739.254,24280581.695642
2005-04-19,752.003,754.287,745.628,751.085,35525369.267383
2005-04-20,757.469,761.12,752.92,755.204,25194364.75555
2005-04-21,751.553,755.204,745.169,747.004,11202135.091593
2005-04-22,756.561,760.671,751.085,759.314,8690344.2114843
2005-04-25,752.003,759.744,751.085,759.744,9294585.7619398
2005-04-26,758.817,758.817,742.895,746.536,11825586.633537
2005-04-27,742.895,744.72,722.835,728.32,21663821.746623
2005-04-28,727.384,727.384,702.803,709.646,29749132.318564
2005-04-29,710.057,731.493,710.057,720.56,19172625.182789
2005-05-03,731.044,731.044,721.917,728.76,13489789.872416
2005-05-04,729.219,732.869,721.009,731.493,10569169.063423
2005-05-05,747.463,749.728,737.409,746.536,13241758.213698
2005-05-06,751.085,757.469,747.463,754.726,12706646.05524
2005-05-09,777.08,777.08,762.028,765.22,19510471.582473
2005-05-10,765.679,767.045,747.903,752.003,18222728.301527
2005-05-11,749.728,757.03,738.346,741.519,17993704.688203
2005-05-12,747.004,747.004,729.219,732.869,15461054.764556
2005-05-13,726.485,726.954,709.646,715.543,24316298.949276
2005-05-16,708.7,729.219,707.801,726.485,13993660.028268
2005-05-17,732.869,735.144,719.193,726.954,15468478.63784
2005-05-18,736.501,745.628,732.42,743.344,21689151.855777
2005-05-19,751.085,751.085,734.704,737.887,13400595.618674
2005-05-20,736.042,736.042,725.568,726.485,11054774.084386
2005-05-23,736.042,736.042,726.017,731.044,12294601.730481
2005-05-24,742.895,746.536,736.042,743.803,17208100.895538
2005-05-25,743.803,745.169,727.862,731.493,10189389.027981
2005-05-26,736.042,745.169,730.127,741.977,7514179.8102356
2005-05-27,749.269,749.269,733.787,737.409,12972191.567519
2005-05-31,740.611,753.388,738.346,743.803,12980906.640186
2005-06-01,751.085,757.469,748.811,757.03,11291138.909121
2005-06-02,767.953,767.953,757.918,760.671,9925606.6202098
2005-06-03,767.504,767.953,754.287,765.22,9417210.988396
2005-06-06,776.621,776.621,757.469,758.396,7370072.960311
2005-06-07,758.396,759.744,748.811,756.561,10010393.635859
2005-06-08,751.553,757.03,746.536,751.085,9075144.6477745
2005-06-09,753.388,754.287,741.519,745.169,7908377.5412346
2005-06-10,753.388,757.03,749.269,752.461,8598446.1820459
2005-06-13,757.03,757.03,744.72,753.388,7715937.5616822
2005-06-14,753.388,756.112,751.085,755.204,9112810.2103656
2005-06-15,765.22,775.245,761.12,765.679,16535809.7892
2005-06-16,774.347,796.223,773.898,795.296,19053724.972385
2005-06-17,804.432,810.797,797.131,803.056,25709044.782423
2005-06-20,804.432,804.432,796.223,799.864,6621011.9936578
2005-06-21,806.239,806.239,788.921,791.205,8532289.478421
2005-06-22,794.397,794.397,781.639,784.821,10692641.835667
2005-06-23,783.904,785.28,775.245,780.263,9371965.6459507
2005-06-24,777.52,778.437,758.396,762.487,16535216.507149
2005-06-27,765.679,767.504,753.388,763.863,11270367.759219
2005-06-28,771.614,779.355,771.155,774.347,15924337.940733
2005-06-29,772.531,778.886,768.871,774.777,17914489.501339
2005-06-30,778.886,782.547,777.08,778.437,19965880.953652
2005-07-01,778.437,790.288,777.978,785.758,16123108.354868
2005-07-04,790.288,796.662,784.821,795.764,8843892.3029363
2005-07-05,798.956,804.432,794.397,796.662,17741290.90386
2005-07-06,796.662,822.189,793.04,818.099,32707671.907531
2005-07-07,814.458,814.458,785.758,810.797,19076707.065802
2005-07-08,812.632,819.915,804.432,817.64,13712789.632534
2005-07-11,821.73,824.483,813.989,820.813,9359273.3862004
2005-07-12,813.989,818.548,810.339,814.897,8728114.4093577
2005-07-13,817.191,821.73,813.54,818.997,6839171.3256143
2005-07-14,824.923,827.188,816.273,820.813,17202268.5249
2005-07-15,819.915,819.915,804.432,804.432,17219665.186945
2005-07-18,806.239,808.513,797.58,803.974,14123309.421229
2005-07-19,803.974,807.596,797.131,802.148,19630526.966394
2005-07-20,819.456,837.7,819.456,837.7,24732752.604833
2005-07-21,843.157,858.2,838.608,848.624,19065896.148429
2005-07-22,852.265,857.741,844.983,857.741,10317514.931231
2005-07-25,859.117,862.759,855.008,860.475,11944300.593138
2005-07-26,854.549,858.2,849.541,851.806,6864605.0236976
2005-07-27,852.714,858.2,849.092,850.918,14757968.448266
2005-07-28,855.925,863.217,853.202,858.2,10984624.498387
2005-07-29,872.765,875.966,862.3,864.116,20571682.616168
2005-08-01,865.482,867.308,851.806,855.008,12073802.450351
2005-08-02,858.659,875.966,856.375,872.765,16164403.715405
2005-08-03,888.744,906.969,880.076,905.134,23966547.147165
2005-08-04,900.136,909.703,898.769,901.493,21083770.827096
2005-08-05,896.017,911.538,894.66,908.336,13136375.835422
2005-08-08,907.428,921.553,905.134,920.655,13202411.16212
2005-08-09,920.655,942.971,920.187,933.414,21596496.266894
2005-08-10,919.288,928.377,912.446,926.112,16796304.556399
2005-08-11,932.037,938.412,930.661,936.137,18250231.685495
2005-08-12,946.172,946.172,940.228,943.429,13458518.57193
2005-08-15,939.788,947.988,939.329,945.704,9666982.7318591
2005-08-16,941.136,943.429,924.287,928.836,19316518.576737
2005-08-17,917.004,921.104,904.236,904.695,24344265.867545
2005-08-18,904.695,907.887,895.119,901.493,12888580.652443
2005-08-19,911.538,920.655,906.511,907.428,12442377.093406
2005-08-22,925.195,935.688,918.82,933.863,8150100.7387785
2005-08-23,929.295,934.331,927.02,927.937,11516983.702567
2005-08-24,918.361,918.361,893.752,896.485,21345484.595335
2005-08-25,884.166,896.935,878.26,893.752,16020404.639821
2005-08-26,900.136,904.236,881.901,886.451,8866113.6978511
2005-08-30,888.266,894.66,885.074,885.533,8047703.6051082
2005-08-31,884.166,896.485,880.076,892.835,12672334.053448
2005-09-01,904.695,915.628,901.493,912.446,12169337.602204
2005-09-02,911.538,911.538,897.871,906.969,10988568.202179
2005-09-05,901.981,901.981,885.074,886.909,9003461.1085353
2005-09-06,879.608,892.835,876.425,890.55,11558893.27221
2005-09-07,897.871,899.677,885.992,889.203,7195350.8731206
2005-09-08,886.451,891.019,880.535,882.36,9636501.4277548
2005-09-09,890.111,893.284,882.8,889.643,6887211.4764514
2005-09-12,898.292,905.134,893.284,903.328,8209406.9704673
2005-09-13,909.244,909.244,892.376,900.136,12415603.017355
2005-09-14,902.86,914.72,896.017,914.72,13595746.698392
2005-09-15,929.753,943.429,926.561,943.429,20721861.451528
2005-09-16,954.831,981.256,950.263,979.431,34640124.434385
2005-09-19,977.166,993.556,969.864,983.091,21121503.356268
2005-09-20,986.273,1001.3,978.074,981.256,19469753.808695
2005-09-21,968.488,987.162,965.324,984.438,14871078.142145
2005-09-22,986.273,999.94,983.091,985.375,11577740.179269
2005-09-23,984.438,1001.77,978.981,988.548,13410546.434026
2005-09-26,1011.8,1032.76,1009.53,1032.76,22819780.028495
2005-09-27,1039.14,1043.68,1022.72,1031.83,19918307.476175
2005-09-28,1036.85,1071.5,1033.21,1069.22,21599931.443214
2005-09-29,1078.33,1087.91,1040.04,1056.47,27898636.422971
2005-09-30,1061.93,1066.48,1043.26,1056.47,12737180.723338
2005-10-03,1061.01,1061.01,1041.42,1051.89,13639662.126399
2005-10-04,1054.2,1059.18,1043.68,1051.45,13484759.00804
2005-10-05,1030.03,1030.47,1009.05,1009.05,20803564.865406
2005-10-06,999.022,1036.85,981.705,1034.56,34434273.350693
2005-10-07,1020.45,1026.37,1004.96,1018.17,18405838.999304
2005-10-10,1026.37,1041.42,1026.37,1040.96,11523745.234513
2005-10-11,1039.14,1053.25,1034.56,1036.85,15861199.965004
2005-10-12,1036.85,1039.14,1022.72,1033.67,18554394.941435
2005-10-13,1019.99,1022.28,984.438,988.089,27087958.877595
2005-10-14,995.84,1004.49,981.256,986.273,21332591.435843
2005-10-17,995.391,1001.77,986.732,999.94,16070292.649744
2005-10-18,1025.47,1034.13,1008.61,1010.89,14556481.702201
2005-10-19,985.796,999.022,968.947,972.588,35403634.48718
2005-10-20,994.932,996.318,965.764,970.772,26657444.332794
2005-10-21,966.223,981.256,941.136,944.796,29742545.52754
2005-10-24,951.629,968.048,942.521,967.121,22107561.144761
2005-10-25,971.689,979.889,964.866,969.864,20275671.495077
2005-10-26,974.413,991.75,934.331,973.964,24590864.022894
2005-10-27,968.048,973.964,943.888,961.205,23967989.021356
2005-10-28,956.647,971.689,950.731,964.388,33244211.291241
2005-10-31,979.889,985.796,976.697,981.705,16079857.360905
2005-11-01,989.905,1000.86,983.091,991.75,11749576.425372
2005-11-02,995.391,999.94,977.615,999.022,10825051.507376
2005-11-03,1013.62,1028.66,1008.14,1028.66,14956124.653294
2005-11-04,1022.28,1030.47,1009.53,1012.7,12202310.272381
2005-11-07,1016.35,1034.13,1004.05,1027.28,11396908.437942
2005-11-08,1034.13,1046.43,1022.72,1029.57,12378201.135676
2005-11-09,1029.12,1036.85,1027.74,1033.67,8462471.5862663
2005-11-10,1042.33,1051.89,1030.03,1035.5,11397752.84467
2005-11-11,1047.35,1067.38,1043.68,1064.66,9311504.2407446
2005-11-14,1080.6,1081.99,1048.71,1052.37,14377880.785094
2005-11-15,1051.45,1076.05,1045.53,1068.3,10977733.21869
2005-11-16,1066.48,1071.93,1036.42,1052.82,14524711.291418
2005-11-17,1057.36,1085.18,1057.36,1084.7,13680974.22858
2005-11-18,1099.29,1128.01,1096.11,1100.2,19450089.700081
2005-11-21,1107.05,1107.5,1094.74,1100.2,9908904.7364395
2005-11-22,1092.45,1105.67,1072.87,1076.05,16920708.582655
2005-11-23,1073.33,1087.44,1062.38,1086.55,13013352.994893
2005-11-24,1088.36,1100.2,1084.26,1084.7,8651785.0635818
2005-11-25,1091.54,1091.54,1079.23,1086.99,7454369.2364858
2005-11-28,1091.54,1100.2,1073.33,1075.61,8391912.8763125
2005-11-29,1082.89,1093.83,1076.05,1084.7,16627135.463644
2005-11-30,1080.6,1086.99,1065.11,1066.48,19168631.254061
2005-12-01,1065.58,1097.02,1059.65,1094.74,15767630.910107
2005-12-02,1104.3,1141.68,1103.39,1141.68,22210254.39628
2005-12-05,1139.4,1141.68,1121.16,1124.82,10603463.277217
2005-12-06,1124.35,1143.96,1122.08,1139.84,11645328.293557
2005-12-07,1139.4,1159.02,1132.1,1134.85,9517654.5813447
2005-12-08,1125.28,1132.57,1112.05,1132.1,11147981.101207
2005-12-09,1129.83,1143.06,1122.98,1135.3,9908822.0745665
2005-12-12,1135.76,1143.5,1133.48,1134.85,6029348.6504947
2005-12-13,1127.11,1132.57,1123.91,1127.56,12655588.222859
2005-12-14,1123.45,1138.95,1122.98,1133.48,11673986.851042
2005-12-15,1122.98,1128.45,1114.8,1118.9,18471648.313791
2005-12-16,1115.24,1135.76,1111.62,1134.38,21200003.884153
2005-12-19,1128.45,1155.35,1128.45,1151.25,21070172.425801
2005-12-20,1151.25,1174.05,1148.97,1168.58,21812788.905413
2005-12-21,1174.05,1199.57,1174.05,1194.55,10802720.245415
2005-12-22,1196.38,1200.03,1186.81,1194.55,11548078.169426
2005-12-23,1195.93,1203.23,1195.93,1200.93,2434635.9619545
2005-12-28,1200.93,1205.47,1195.47,1203.23,6660633.1896763
2005-12-29,1214.15,1220.53,1206.41,1210.95,5034015.9905735
2005-12-30,1203.67,1212.33,1201.4,1210.04,2035997.5095722
2006-01-03,1220.08,1233.3,1216.89,1231.93,30148474.966397
2006-01-04,1239.68,1251.06,1233.3,1239.22,23708540.60698
2006-01-05,1236.48,1241.05,1206.86,1208.23,22087206.443283
2006-01-06,1215.98,1222.37,1201.85,1218.25,16430378.232341
2006-01-09,1235.11,1239.22,1225.55,1230.56,25682082.362864
2006-01-10,1225.55,1225.55,1185.9,1200.49,39876680.848318
2006-01-11,1210.51,1241.05,1210.51,1239.22,33682366.30436
2006-01-12,1249.68,1282.52,1243.78,1267.01,40426941.056604
2006-01-13,1267.01,1267.94,1255.63,1266.11,19715323.399219
2006-01-16,1264.75,1276.61,1262.01,1276.14,11707086.129911
2006-01-17,1277.04,1290.25,1268.38,1286.14,15559050.93825
2006-01-18,1248.8,1279.33,1244.69,1270.21,22492387.739872
2006-01-19,1284.79,1325.81,1284.79,1317.15,19198994.320296
2006-01-20,1327.62,1346.76,1305.75,1309.41,29604452.067292
2006-01-23,1293.91,1305.3,1285.71,1304.4,18199230.356167
2006-01-24,1312.61,1321.71,1293,1296.19,21211243.806184
2006-01-25,1308.51,1348.61,1308.51,1347.22,15657663.413758
2006-01-26,1342.67,1359.98,1327.18,1335.39,25791625.039967
2006-01-27,1358.17,1369.12,1323.99,1336.75,37455454.94415
2006-01-30,1371.83,1375.5,1337.21,1345.87,32365848.320765
2006-01-31,1337.67,1343.59,1306.22,1306.67,31534222.79186
2006-02-01,1315.77,1341.31,1311.24,1329.47,22942521.400115
2006-02-02,1358.17,1362.72,1303.46,1305.75,31972834.014809
2006-02-03,1308.51,1316.7,1288.9,1308.06,26592381.06787
2006-02-06,1319.43,1328.08,1310.76,1318.52,13761014.987821
2006-02-07,1328.08,1333.57,1288.44,1301.21,24161417.804326
2006-02-08,1253.34,1275.69,1239.68,1267.48,38697187.998737
2006-02-09,1286.63,1307.57,1273.4,1292.55,20647364.269546
2006-02-10,1301.21,1301.21,1245.15,1253.34,29471400.981302
2006-02-13,1241.05,1257,1230.56,1246.06,25292902.940007
2006-02-14,1248.8,1270.65,1244.23,1257.9,21595906.123902
2006-02-15,1261.55,1278.41,1253.34,1267.48,35447185.784404
2006-02-16,1261.55,1282.52,1258.34,1281.59,24067211.520559
2006-02-17,1278.88,1343.13,1265.19,1306.67,26357218.50253
2006-02-20,1311.24,1345.87,1311.24,1342.22,14772996.167519
2006-02-21,1338.12,1353.62,1328.55,1334.92,18506928.191945
2006-02-22,1303.93,1312.15,1289.35,1310.32,13610467.836267
2006-02-23,1309.41,1318.06,1281.59,1286.14,19595852.926526
2006-02-24,1279.33,1279.33,1243.32,1267.01,18413093.36343
2006-02-27,1273.85,1282.97,1257,1259.29,15147973.443501
2006-02-28,1246.52,1246.52,1216.89,1221.44,23159531.836671
2006-03-01,1223.75,1236.93,1221.44,1230.56,21661113.785516
2006-03-02,1234.21,1252.89,1216.44,1231.47,27863861.933232
2006-03-03,1242.85,1249.68,1225.1,1235.58,16566563.145038
2006-03-06,1236.93,1246.52,1222.81,1225.55,13910304.423281
2006-03-07,1211.42,1212.33,1185.9,1198.64,22810098.125818
2006-03-08,1195.03,1197.29,1162.18,1179.5,48562487.027606
2006-03-09,1203.23,1208.68,1180.43,1195.47,24401205.249147
2006-03-10,1184.98,1219.16,1171.32,1215.98,52654248.697941
2006-03-13,1231.93,1241.95,1204.58,1214.15,24360278.204804
2006-03-14,1207.77,1218.7,1200.93,1212.77,25117543.623947
2006-03-15,1222.37,1259.73,1210.95,1257.9,39432850.417484
2006-03-16,1260.18,1263.83,1242.85,1257.9,32479108.68945
2006-03-17,1257.44,1273.85,1242.42,1244.23,30994461.687806
2006-03-20,1256.54,1272.03,1245.15,1248.8,15591196.989697
2006-03-21,1244.69,1246.97,1228.26,1235.58,8477900.0586503
2006-03-22,1230.56,1251.99,1227.36,1249.68,10245539.459554
2006-03-23,1262.9,1272.51,1256.54,1263.83,20232791.956366
2006-03-24,1268.38,1301.21,1267.94,1298,19711755.33609
2006-03-27,1317.15,1319.43,1283.88,1286.63,14285272.282088
2006-03-28,1297.56,1303.02,1267.48,1287.07,25996427.67813
2006-03-29,1277.5,1299.39,1263.83,1290.25,11158882.004923
2006-03-30,1321.27,1367.74,1304.86,1358.62,19922079.578104
2006-03-31,1367.29,1367.29,1320.79,1331.73,23936210.23975
2006-04-03,1361.37,1393.71,1349.05,1391.43,19990662.773926
2006-04-04,1373.21,1401.46,1370.03,1387.35,20552381.591984
2006-04-05,1399.18,1433.81,1397.81,1428.83,19187667.550981
2006-04-06,1442.48,1453.89,1415.13,1436.56,16658333.519432
2006-04-07,1440.23,1453.44,1396.01,1396.91,29523437.153572
2006-04-10,1410.13,1421.98,1387.35,1419.71,24069514.543124
2006-04-11,1453.89,1476.67,1421.98,1426.08,35966916.556355
2006-04-12,1406.03,1415.6,1388.24,1409.23,17794590.023989
2006-04-13,1417.42,1425.64,1382.76,1394.64,16392834.046678
2006-04-18,1431.1,1450.69,1424.27,1447.96,18818130.263329
2006-04-19,1458.45,1468,1433.38,1455.25,13759793.894076
2006-04-20,1427,1449.8,1392.81,1401.46,30585700.818208
2006-04-21,1392.81,1446.6,1380.96,1441.12,16434583.524339
2006-04-24,1438.86,1462.54,1420.61,1426.08,12770374.173961
2006-04-25,1434.29,1447.5,1406.48,1427,16636787.022089
2006-04-26,1444.76,1448.86,1419.23,1426.08,9544186.9498927
2006-04-27,1426.56,1426.56,1357.72,1380.96,33492186.446906
2006-04-28,1383.24,1391.88,1358.62,1374.57,14594887.036238
2006-05-02,1400.09,1442.96,1395.09,1436.11,18240778.934087
2006-05-03,1458.45,1464.36,1399.18,1399.18,28306280.834106
2006-05-04,1399.18,1457.98,1386.43,1453.89,15834382.988488
2006-05-05,1451.6,1490.35,1447.96,1485.79,22109678.962876
2006-05-08,1504.02,1524.99,1456.62,1462.08,35132927.316422
2006-05-09,1460.72,1488.05,1443.4,1483.51,25598736.175053
2006-05-10,1490.35,1503.11,1483.96,1495.36,16510303.892772
2006-05-11,1513.13,1543.67,1509.93,1514.05,18175239.578628
2006-05-12,1503.57,1506.74,1442.96,1450.22,33254592.157604
2006-05-15,1435.63,1435.63,1343.25,1380.04,34270435.425574
2006-05-16,1384.61,1400.83,1323.42,1352.24,37245070.013673
2006-05-17,1385.05,1413.32,1279.33,1283.42,40154157.921844
2006-05-18,1315.31,1315.31,1241.95,1282.52,36435807.137314
2006-05-19,1276.14,1323.13,1254.4,1258.81,31203752.133229
2006-05-22,1231.47,1299.17,1194.29,1212.33,41623494.688973
2006-05-23,1233.3,1325.82,1224.82,1303.46,33318458.394898
2006-05-24,1285.24,1324.67,1227.58,1292.08,35429697.04331
2006-05-25,1285.24,1341.96,1276.71,1332.65,23063469.322995
2006-05-26,1357.26,1388.41,1233.85,1380.04,22519671.389747
2006-05-30,1385.52,1387.8,1334.01,1336.29,23610614.538925
2006-05-31,1326.73,1356.81,1287.99,1350.41,19034850.860153
2006-06-01,1346.31,1346.31,1294.36,1308.51,22688005.492949
2006-06-02,1324.45,1330.82,1303.46,1311.67,17406651.575581
2006-06-05,1334.92,1337.67,1303.93,1308.51,10234080.849783
2006-06-06,1273.4,1276.84,1251.51,1257.9,17618976.444193
2006-06-07,1276.14,1276.14,1230.42,1264.27,24138037.050483
2006-06-08,1212.33,1263.03,1172.88,1175.87,60024921.21842
2006-06-09,1230.56,1236.02,1204.13,1210.51,22382048.78827
2006-06-12,1187.73,1233.3,1185.34,1200.93,19062587.580801
2006-06-13,1164.48,1170.42,1141.68,1160.82,33827475.560289
2006-06-14,1194.11,1212.42,1142.26,1178.14,26705011.532155
2006-06-15,1198.64,1263.38,1195.47,1251.99,26360539.626392
2006-06-16,1278.88,1296.19,1225.33,1238.3,33702400.821873
2006-06-19,1243.32,1270.9,1223.75,1225.1,25238392.143309
2006-06-20,1210.04,1262.37,1206.68,1261.1,14801406.739385
2006-06-21,1264.27,1275.21,1241.95,1274.77,17826421.123235
2006-06-22,1294.36,1309.64,1256.67,1275.69,23875627.457616
2006-06-23,1280.7,1284.22,1253.34,1276.61,10344445.960205
2006-06-26,1292.08,1307.13,1278.41,1280.7,18601181.561589
2006-06-27,1305.75,1307.57,1251.06,1253.34,47519943.974637
2006-06-28,1246.97,1278.76,1228.72,1241.47,19949544.247017
2006-06-29,1260.18,1294.36,1253.34,1292.08,17571750.355852
2006-06-30,1323.99,1333.1,1302.56,1303.02,22663662.094508
2006-07-03,1315.31,1323.99,1299.83,1322.17,13222382.898464
2006-07-04,1316.7,1323.54,1310.76,1320.79,6523818.3725793
2006-07-05,1309.87,1312.61,1278.41,1283.88,12782804.845505
2006-07-06,1295.27,1304.4,1278.41,1298,14993967.049512
2006-07-07,1317.15,1317.15,1290.25,1303.46,18998619.847283
2006-07-10,1309.87,1311.67,1285.24,1291.19,9370159.6409772
2006-07-11,1287.53,1307.57,1284.34,1303.46,16523446.084236
2006-07-12,1313.96,1327.62,1305.75,1314.87,15262873.447061
2006-07-13,1305.75,1305.75,1277.5,1280.7,14037186.213024
2006-07-14,1260.65,1272.93,1241.47,1241.95,19045466.109548
2006-07-17,1259.29,1259.29,1214.15,1219.62,15976861.713419
2006-07-18,1215.08,1228.26,1196.38,1210.51,16653184.417187
2006-07-19,1219.16,1268.38,1203.67,1267.01,27852545.627444
2006-07-20,1275.69,1281.15,1234.21,1242.42,13680332.814299
2006-07-21,1231.47,1238.3,1193.65,1195.47,17952033.687003
2006-07-24,1194.11,1223.75,1194.11,1219.16,15036934.481861
2006-07-25,1236.93,1253.79,1231.93,1241.95,18547450.297744
2006-07-26,1245.15,1254.26,1234.66,1244.23,14228345.45672
2006-07-27,1264.75,1279.33,1254.72,1273.85,15502498.707193
2006-07-28,1263.38,1288.44,1254.26,1271.57,22632561.349532
2006-07-31,1278.41,1288.44,1256.09,1260.18,14797224.467149
2006-08-01,1257.9,1274.32,1245.15,1246.52,21599387.339746
2006-08-02,1259.29,1279.33,1246.97,1279.33,21959080.540034
2006-08-03,1285.71,1292.08,1256.54,1264.75,18821522.539183
2006-08-04,1257,1296.65,1251.06,1278.88,26738856.860587
2006-08-07,1257.9,1265.65,1234.66,1261.1,15530879.981181
2006-08-08,1274.32,1277.04,1241.95,1253.34,24265242.163248
2006-08-09,1242.42,1244.23,1210.04,1240.59,18570379.027168
2006-08-10,1228.26,1242.42,1212.33,1233.75,16686626.899782
2006-08-11,1239.68,1239.68,1216.89,1222.81,15674969.043107
2006-08-14,1230.56,1242.42,1220.98,1235.58,10528928.426533
2006-08-15,1220.08,1234.66,1214.62,1228.26,11932073.960394
2006-08-16,1236.02,1287.07,1231.93,1273.85,22903480.929913
2006-08-17,1274.77,1294.82,1253.34,1267.94,22177158.25647
2006-08-18,1266.56,1282.97,1238.3,1240.59,19505310.970347
2006-08-21,1253.34,1257.44,1231.93,1256.09,13512165.081196
2006-08-22,1274.77,1274.77,1247.43,1250.16,10837337.782231
2006-08-23,1250.16,1269.3,1240.59,1243.78,13704925.244712
2006-08-24,1230.56,1250.61,1196.82,1203.23,30888809.350501
2006-08-25,1212.33,1225.55,1198.64,1208.68,24798190.464068
2006-08-29,1223.28,1228.73,1196.82,1203.23,21412043.098444
2006-08-30,1210.04,1224.63,1203.67,1220.98,17859181.38379
2006-08-31,1225.99,1230.56,1204.58,1210.95,16453722.363836
2006-09-01,1215.98,1234.21,1212.33,1223.75,20158331.396733
2006-09-04,1228.73,1266.56,1227.36,1264.75,15310559.930643
2006-09-05,1264.75,1288.44,1257.44,1287.07,26507375.364481
2006-09-06,1285.24,1288.9,1255.17,1263.83,22577950.102963
2006-09-07,1253.34,1260.18,1231.01,1231.47,18299048.230127
2006-09-08,1241.05,1248.8,1207.33,1217.79,19261525.411388
2006-09-11,1196.38,1198.64,1142.6,1159.47,39052336.888712
2006-09-12,1134.85,1171.77,1130.75,1156.7,28194058.447422
2006-09-13,1148.52,1169.49,1139.84,1144.42,26992293.977991
2006-09-14,1159.47,1178.14,1142.6,1148.97,22343507.428366
2006-09-15,1143.5,1143.5,1108.41,1108.41,41099568.042198
2006-09-18,1116.61,1135.76,1106.13,1127.56,22108499.723244
